timestamp,symbol,market_cap_millions,previous_close,open,current_price,bid,ask,volume,day_high,day_low,change_pct,change_from_open_pct,meets_criteria
2025-06-04 02:27:42,ACMR,0.00,22.75,22.97,23.35,0.00,0.00,720510,23.38,22.61,2.64,1.65,Y
2025-06-04 02:27:42,AAOI,0.00,15.52,15.90,16.76,0.00,0.00,3519119.0,17.21,15.47,8.02,5.41,Y
2025-06-04 02:27:42,ACGL,0.00,96.27,95.82,95.82,0.00,0.00,1394246.0,96.79,94.05,-0.47,0.00,N
2025-06-04 02:27:42,ADP,0.00,325.80,324.46,326.53,0.00,0.00,2155909.0,326.80,322.98,0.22,0.64,N
2025-06-04 02:27:42,ADMA,0.00,20.43,20.37,20.46,0.00,0.00,2653183.0,20.62,20.13,0.15,0.44,N
2025-06-04 02:27:42,AACBU,0.00,10.30,10.50,10.31,0.00,0.00,2442,10.50,10.28,0.10,-1.81,N
2025-06-04 02:27:42,AACG,0.00,0.89,0.88,0.86,0.00,0.00,10874,0.89,0.86,-2.81,-1.82,N
2025-06-04 02:27:42,ABNB,0.00,129.62,129.50,132.90,0.00,0.00,5808798.0,133.49,128.95,2.53,2.63,Y
2025-06-04 02:27:42,ACTU,0.00,10.59,10.90,9.75,0.00,0.00,88663,10.90,9.75,-7.93,-10.55,N
2025-06-04 02:27:42,ADD,0.00,0.94,0.91,0.94,0.00,0.00,235053,0.96,0.89,-0.05,3.04,N
2025-06-04 02:27:42,AEHR,0.00,9.66,9.76,10.24,0.00,0.00,444587,10.27,9.45,6.00,4.92,Y
2025-06-04 02:27:42,ACON,0.00,6.66,6.67,6.45,0.00,0.00,28007,6.80,6.45,-3.08,-3.30,N
2025-06-04 02:27:42,ADIL,0.00,0.70,0.67,0.66,0.00,0.00,373541,0.69,0.65,-5.33,-2.40,N
2025-06-04 02:27:42,ADBG,0.00,15.37,15.28,16.06,0.00,0.00,5504,16.06,15.28,4.49,5.10,N
2025-06-04 02:27:42,AARD,0.00,11.13,11.21,11.66,0.00,0.00,36701,12.02,11.21,4.76,4.01,N
2025-06-04 02:27:42,ACLS,0.00,56.46,56.76,59.27,0.00,0.00,487264,59.39,56.20,4.98,4.42,Y
2025-06-04 02:27:42,ABVE,0.00,1.06,1.11,1.15,0.00,0.00,80698,1.16,1.07,8.49,3.60,N
2025-06-04 02:27:42,ACDC,0.00,8.21,8.19,8.20,0.00,0.00,1116866.0,8.36,7.89,-0.12,0.12,N
2025-06-04 02:27:42,AAPD,0.00,17.90,17.84,17.77,0.00,0.00,275830,17.96,17.72,-0.73,-0.39,N
2025-06-04 02:27:42,ABLV,0.00,1.24,1.24,1.23,0.00,0.00,5379,1.27,1.21,-0.81,-0.40,N
2025-06-04 02:27:42,ADTN,0.00,8.44,8.46,8.30,0.00,0.00,861852,8.56,8.24,-1.66,-1.89,N
2025-06-04 02:27:42,ABPWW,0.00,0.02,0.02,0.02,0.00,0.00,7573,0.02,0.02,0.59,0.59,N
2025-06-04 02:27:42,ACIU,0.00,1.65,1.63,1.65,0.00,0.00,103947,1.68,1.60,0.30,1.23,N
2025-06-04 02:27:42,ACWX,0.00,60.13,59.73,59.87,0.00,0.00,725536,59.92,59.55,-0.43,0.23,N
2025-06-04 02:27:42,ABLLL,0.00,25.50,25.48,25.41,0.00,0.00,6962,25.50,25.38,-0.35,-0.27,N
2025-06-04 02:27:42,ADNWW,0.00,0.01,0.01,0.01,0.00,0.00,155793,0.01,0.01,-2.70,-4.00,N
2025-06-04 02:27:42,ACOG,0.00,9.74,9.96,9.79,0.00,0.00,105860,10.35,9.51,0.51,-1.71,N
2025-06-04 02:27:42,ABL,0.00,7.61,7.60,7.64,0.00,0.00,517668,7.72,7.46,0.39,0.53,N
2025-06-04 02:27:42,ACNB,0.00,41.03,40.82,41.58,0.00,0.00,13081,41.95,40.82,1.34,1.86,N
2025-06-04 02:27:42,ACIW,0.00,46.12,46.12,46.79,0.00,0.00,626930,47.15,45.92,1.45,1.45,N
2025-06-04 02:27:42,ACIC,0.00,11.28,11.31,11.96,0.00,0.00,623637,12.01,11.31,6.03,5.75,Y
2025-06-04 02:27:42,ACB,0.00,5.21,5.26,5.37,0.00,0.00,466876,5.41,5.17,3.07,2.09,Y
2025-06-04 02:27:42,AAME,0.00,1.74,1.73,1.71,0.00,0.00,3265,1.73,1.69,-1.72,-0.87,N
2025-06-04 02:27:42,ACONW,0.00,0.03,0.04,0.03,0.00,0.00,1901,0.04,0.03,-0.33,-13.43,N
2025-06-04 02:27:42,ABSI,0.00,2.73,2.73,2.78,0.00,0.00,1561926.0,2.80,2.67,1.83,1.83,N
2025-06-04 02:27:42,ADSK,0.00,295.26,295.12,299.52,0.00,0.00,1525738.0,299.72,294.48,1.44,1.49,N
2025-06-04 02:27:42,ABEO,0.00,6.28,6.25,6.27,0.00,0.00,907832,6.47,6.15,-0.16,0.32,N
2025-06-04 02:27:42,ADAP,0.00,0.28,0.28,0.29,0.00,0.00,458494,0.29,0.28,1.37,3.14,N
2025-06-04 02:27:42,ABCL,0.00,2.14,2.12,2.31,0.00,0.00,5006273.0,2.34,2.09,7.94,8.96,Y
2025-06-04 02:27:42,AACB,0.00,10.09,10.09,10.09,0.00,0.00,4312,10.09,10.09,0.00,0.00,N
2025-06-04 02:27:42,ABP,0.00,0.22,0.21,0.21,0.00,0.00,558390,0.22,0.20,-2.68,-0.23,N
2025-06-04 02:27:42,AAVM,0.00,26.40,26.18,26.25,0.00,0.00,10150,26.25,26.15,-0.58,0.27,N
2025-06-04 02:27:42,ACNT,0.00,13.01,13.01,12.97,0.00,0.00,61542,13.25,12.97,-0.31,-0.31,N
2025-06-04 02:27:42,ACXP,0.00,0.38,0.38,0.35,0.00,0.00,426103,0.38,0.34,-7.74,-9.11,N
2025-06-04 02:27:42,ADN,0.00,2.50,2.53,2.59,0.00,0.00,7130,2.74,2.53,3.60,2.37,N
2025-06-04 02:27:42,ABVEW,0.00,0.05,0.05,0.05,0.00,0.00,17102,0.05,0.05,11.84,-5.38,N
2025-06-04 02:27:42,ADEA,0.00,12.67,12.67,13.07,0.00,0.00,491550,13.17,12.67,3.16,3.16,Y
2025-06-04 02:27:42,ADGM,0.00,1.13,1.23,1.14,0.00,0.00,28226,1.23,1.09,0.88,-7.32,N
2025-06-04 02:27:42,ACTG,0.00,3.71,3.73,3.77,0.00,0.00,193466,3.82,3.71,1.62,1.07,N
2025-06-04 02:27:42,AAPG,0.00,25.22,27.18,27.75,0.00,0.00,19232,27.89,26.82,10.03,2.10,N
2025-06-04 02:27:42,ABIG,0.00,28.66,28.77,28.83,0.00,0.00,2623,28.85,28.77,0.61,0.23,N
2025-06-04 02:27:42,ADUS,0.00,111.20,111.09,112.68,0.00,0.00,166708,112.73,110.16,1.33,1.43,N
2025-06-04 02:27:42,ACRV,0.00,1.11,1.15,1.16,0.00,0.00,959922,1.23,1.08,4.50,0.87,Y
2025-06-04 02:27:42,ACRS,0.00,1.44,1.45,1.47,0.00,0.00,427751,1.51,1.42,2.08,1.38,N
2025-06-04 02:27:42,ACET,0.00,0.75,0.75,0.78,0.00,0.00,416492,0.79,0.71,4.01,3.87,Y
2025-06-04 02:27:42,ABUS,0.00,3.36,3.36,3.45,0.00,0.00,458153,3.48,3.31,2.68,2.68,Y
2025-06-04 02:27:42,ADUR,0.00,9.47,9.58,9.14,0.00,0.00,302184,9.60,8.88,-3.48,-4.59,N
2025-06-04 02:27:42,AAL,0.00,11.38,11.33,11.47,0.00,0.00,46024209.0,11.53,11.21,0.79,1.24,N
2025-06-04 02:27:42,AEIS,0.00,115.58,115.67,118.79,0.00,0.00,353964,119.47,114.88,2.78,2.70,Y
2025-06-04 02:27:42,ADV,0.00,1.15,1.17,1.35,0.00,0.00,977939,1.36,1.17,17.39,15.38,Y
2025-06-04 02:27:42,AACIU,0.00,10.06,10.06,10.06,0.00,0.00,532409,10.07,10.06,0.00,0.00,N
2025-06-04 02:27:42,ADSE,0.00,10.71,10.85,9.00,0.00,0.00,130019,10.98,9.00,-15.97,-17.05,N
2025-06-04 02:27:42,ADVM,0.00,2.43,2.45,2.51,0.00,0.00,338959,2.63,2.36,3.29,2.45,Y
2025-06-04 02:27:42,ADVB,0.00,0.95,0.99,1.00,0.00,0.00,101590,1.05,0.97,5.26,1.01,N
2025-06-04 02:27:42,AEMD,0.00,0.36,0.35,0.35,0.00,0.00,46043,0.36,0.34,-2.61,1.18,N
2025-06-04 02:27:42,ADAG,0.00,2.08,2.11,2.07,0.00,0.00,68858,2.11,1.90,-0.72,-1.90,N
2025-06-04 02:27:42,ADTX,0.00,1.36,1.38,1.53,0.00,0.00,147145,1.57,1.36,12.50,10.87,N
2025-06-04 02:27:42,AEI,0.00,0.83,0.84,0.83,0.00,0.00,25321,0.85,0.82,0.27,-1.20,N
2025-06-04 02:27:42,ABAT,0.00,1.38,1.40,1.48,0.00,0.00,1747537.0,1.54,1.39,7.25,5.71,Y
2025-06-04 02:27:42,ACGLN,0.00,16.87,16.91,17.00,0.00,0.00,49471,17.01,16.89,0.77,0.53,N
2025-06-04 02:27:42,ADBE,0.00,403.40,403.45,412.49,0.00,0.00,2737364.0,412.64,402.48,2.25,2.24,N
2025-06-04 02:27:42,AADR,0.00,78.06,77.27,77.90,0.00,0.00,1956,77.99,77.27,-0.20,0.82,N
2025-06-04 02:27:42,AAON,0.00,94.07,94.21,95.56,0.00,0.00,498116,96.05,94.10,1.58,1.43,N
2025-06-04 02:27:42,ACHV,0.00,3.90,3.94,4.21,0.00,0.00,918026,4.30,3.85,7.95,6.85,Y
2025-06-04 02:27:42,ABLLW,0.00,1.59,1.61,1.61,0.00,0.00,6359,1.61,1.55,1.11,-0.04,N
2025-06-04 02:27:42,ABTS,0.00,4.10,4.11,3.99,0.00,0.00,23979,4.15,3.75,-2.68,-2.92,N
2025-06-04 02:27:42,ADI,0.00,215.45,214.03,218.43,0.00,0.00,3517153.0,218.89,213.05,1.38,2.06,N
2025-06-04 02:27:42,ABOS,0.00,1.00,1.00,1.04,0.00,0.00,336233,1.06,1.00,4.00,4.00,Y
2025-06-04 02:27:42,ABCS,0.00,27.88,27.88,28.19,0.00,0.00,4122,28.24,27.88,1.13,1.12,N
2025-06-04 02:27:42,ABVC,0.00,1.54,1.62,1.65,0.00,0.00,532312,1.81,1.62,7.14,1.85,Y
2025-06-04 02:27:42,ABLVW,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,N
2025-06-04 02:27:42,AAXJ,0.00,78.21,78.21,78.32,0.00,0.00,769598,78.44,78.09,0.14,0.14,N
2025-06-04 02:27:42,ACHC,0.00,21.63,21.69,22.44,0.00,0.00,1970791.0,22.55,21.28,3.74,3.46,Y
2025-06-04 02:27:42,ACWI,0.00,124.57,124.20,124.85,0.00,0.00,1473931.0,125.06,124.08,0.22,0.52,N
2025-06-04 02:27:42,AAPL,0.00,201.70,201.35,203.27,0.00,0.00,46379257.0,203.77,200.96,0.78,0.95,N
2025-06-04 02:27:42,ADXN,0.00,8.09,8.08,8.08,0.00,0.00,1001,8.08,8.08,-0.12,-0.06,N
2025-06-04 02:27:42,AEHL,0.00,1.93,1.97,2.04,0.00,0.00,142301,2.09,1.78,5.70,3.55,N
2025-06-04 02:27:42,ABVX,0.00,6.35,6.50,7.74,0.00,0.00,608656,7.88,6.44,21.89,19.08,Y
2025-06-04 02:27:42,ACGLO,0.00,20.41,20.46,20.55,0.00,0.00,19006,20.58,20.42,0.66,0.44,N
2025-06-04 02:27:42,AACBR,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,N
2025-06-04 02:27:42,ADVWW,0.00,0.01,0.01,0.01,0.00,0.00,144,0.01,0.01,0.12,0.00,N
2025-06-04 02:27:42,ACAD,0.00,21.46,21.50,21.98,0.00,0.00,1365742.0,22.03,21.41,2.40,2.23,N
2025-06-04 02:27:42,ADSEW,0.00,1.95,1.71,1.40,0.00,0.00,25692,1.73,1.21,-28.21,-18.13,N
2025-06-04 02:27:42,ADPT,0.00,9.55,9.50,9.94,0.00,0.00,1490852.0,10.00,9.36,4.08,4.63,Y
2025-06-04 02:27:42,ACT,0.00,34.99,34.81,34.90,0.00,0.00,481052,35.05,34.46,-0.26,0.26,N
2025-06-04 02:27:42,AAPU,0.00,21.53,21.47,21.86,0.00,0.00,2426411.0,21.94,21.35,1.53,1.82,N
2025-06-04 02:27:42,AAPB,0.00,19.72,19.63,20.02,0.00,0.00,169800,20.09,19.57,1.52,1.99,N
2025-06-04 02:27:42,ACLX,0.00,61.93,62.17,65.14,0.00,0.00,588331,65.72,61.38,5.18,4.78,Y
2025-06-04 02:28:43,ACMR,0.00,22.75,22.97,23.35,0.00,0.00,720510,23.38,22.61,2.64,1.65,Y
2025-06-04 02:28:43,AAOI,0.00,15.52,15.90,16.76,0.00,0.00,3519119.0,17.21,15.47,8.02,5.41,Y
2025-06-04 02:28:43,ACGL,0.00,96.27,95.82,95.82,0.00,0.00,1394246.0,96.79,94.05,-0.47,0.00,N
2025-06-04 02:28:43,ADP,0.00,325.80,324.46,326.53,0.00,0.00,2155909.0,326.80,322.98,0.22,0.64,N
2025-06-04 02:28:43,ADMA,0.00,20.43,20.37,20.46,0.00,0.00,2653183.0,20.62,20.13,0.15,0.44,N
2025-06-04 02:28:43,AACBU,0.00,10.30,10.50,10.31,0.00,0.00,2442,10.50,10.28,0.10,-1.81,N
2025-06-04 02:28:43,AACG,0.00,0.89,0.88,0.86,0.00,0.00,10874,0.89,0.86,-2.81,-1.82,N
2025-06-04 02:28:43,ABNB,0.00,129.62,129.50,132.90,0.00,0.00,5808798.0,133.49,128.95,2.53,2.63,Y
2025-06-04 02:28:43,ACTU,0.00,10.59,10.90,9.75,0.00,0.00,88663,10.90,9.75,-7.93,-10.55,N
2025-06-04 02:28:43,ADD,0.00,0.94,0.91,0.94,0.00,0.00,235053,0.96,0.89,-0.05,3.04,N
2025-06-04 02:28:43,AEHR,0.00,9.66,9.76,10.24,0.00,0.00,444587,10.27,9.45,6.00,4.92,Y
2025-06-04 02:28:43,ACON,0.00,6.66,6.67,6.45,0.00,0.00,28007,6.80,6.45,-3.08,-3.30,N
2025-06-04 02:28:43,ADIL,0.00,0.70,0.67,0.66,0.00,0.00,373541,0.69,0.65,-5.33,-2.40,N
2025-06-04 02:28:43,ADBG,0.00,15.37,15.28,16.06,0.00,0.00,5504,16.06,15.28,4.49,5.10,N
2025-06-04 02:28:43,AARD,0.00,11.13,11.21,11.66,0.00,0.00,36701,12.02,11.21,4.76,4.01,N
2025-06-04 02:28:43,ACLS,0.00,56.46,56.76,59.27,0.00,0.00,487264,59.39,56.20,4.98,4.42,Y
2025-06-04 02:28:43,ABVE,0.00,1.06,1.11,1.15,0.00,0.00,80698,1.16,1.07,8.49,3.60,N
2025-06-04 02:28:43,ACDC,0.00,8.21,8.19,8.20,0.00,0.00,1116866.0,8.36,7.89,-0.12,0.12,N
2025-06-04 02:28:43,AAPD,0.00,17.90,17.84,17.77,0.00,0.00,275830,17.96,17.72,-0.73,-0.39,N
2025-06-04 02:28:43,ABLV,0.00,1.24,1.24,1.23,0.00,0.00,5379,1.27,1.21,-0.81,-0.40,N
2025-06-04 02:28:43,ADTN,0.00,8.44,8.46,8.30,0.00,0.00,861852,8.56,8.24,-1.66,-1.89,N
2025-06-04 02:28:43,ABPWW,0.00,0.02,0.02,0.02,0.00,0.00,7573,0.02,0.02,0.59,0.59,N
2025-06-04 02:28:43,ACIU,0.00,1.65,1.63,1.65,0.00,0.00,103947,1.68,1.60,0.30,1.23,N
2025-06-04 02:28:43,ACWX,0.00,60.13,59.73,59.87,0.00,0.00,725536,59.92,59.55,-0.43,0.23,N
2025-06-04 02:28:43,ABLLL,0.00,25.50,25.48,25.41,0.00,0.00,6962,25.50,25.38,-0.35,-0.27,N
2025-06-04 02:28:43,ADNWW,0.00,0.01,0.01,0.01,0.00,0.00,155793,0.01,0.01,-2.70,-4.00,N
2025-06-04 02:28:43,ACOG,0.00,9.74,9.96,9.79,0.00,0.00,105860,10.35,9.51,0.51,-1.71,N
2025-06-04 02:28:43,ABL,0.00,7.61,7.60,7.64,0.00,0.00,517668,7.72,7.46,0.39,0.53,N
2025-06-04 02:28:43,ACNB,0.00,41.03,40.82,41.58,0.00,0.00,13081,41.95,40.82,1.34,1.86,N
2025-06-04 02:28:43,ACIW,0.00,46.12,46.12,46.79,0.00,0.00,626930,47.15,45.92,1.45,1.45,N
2025-06-04 02:28:43,ACIC,0.00,11.28,11.31,11.96,0.00,0.00,623637,12.01,11.31,6.03,5.75,Y
2025-06-04 02:28:43,ACB,0.00,5.21,5.26,5.37,0.00,0.00,466876,5.41,5.17,3.07,2.09,Y
2025-06-04 02:28:43,AAME,0.00,1.74,1.73,1.71,0.00,0.00,3265,1.73,1.69,-1.72,-0.87,N
2025-06-04 02:28:43,ACONW,0.00,0.03,0.04,0.03,0.00,0.00,1901,0.04,0.03,-0.33,-13.43,N
2025-06-04 02:28:43,ABSI,0.00,2.73,2.73,2.78,0.00,0.00,1561926.0,2.80,2.67,1.83,1.83,N
2025-06-04 02:28:43,ADSK,0.00,295.26,295.12,299.52,0.00,0.00,1525738.0,299.72,294.48,1.44,1.49,N
2025-06-04 02:28:43,ABEO,0.00,6.28,6.25,6.27,0.00,0.00,907832,6.47,6.15,-0.16,0.32,N
2025-06-04 02:28:43,ADAP,0.00,0.28,0.28,0.29,0.00,0.00,458494,0.29,0.28,1.37,3.14,N
2025-06-04 02:28:43,ABCL,0.00,2.14,2.12,2.31,0.00,0.00,5006273.0,2.34,2.09,7.94,8.96,Y
2025-06-04 02:28:43,AACB,0.00,10.09,10.09,10.09,0.00,0.00,4312,10.09,10.09,0.00,0.00,N
2025-06-04 02:28:43,ABP,0.00,0.22,0.21,0.21,0.00,0.00,558390,0.22,0.20,-2.68,-0.23,N
2025-06-04 02:28:43,AAVM,0.00,26.40,26.18,26.25,0.00,0.00,10150,26.25,26.15,-0.58,0.27,N
2025-06-04 02:28:43,ACNT,0.00,13.01,13.01,12.97,0.00,0.00,61542,13.25,12.97,-0.31,-0.31,N
2025-06-04 02:28:43,ACXP,0.00,0.38,0.38,0.35,0.00,0.00,426103,0.38,0.34,-7.74,-9.11,N
2025-06-04 02:28:43,ADN,0.00,2.50,2.53,2.59,0.00,0.00,7130,2.74,2.53,3.60,2.37,N
2025-06-04 02:28:43,ABVEW,0.00,0.05,0.05,0.05,0.00,0.00,17102,0.05,0.05,11.84,-5.38,N
2025-06-04 02:28:43,ADEA,0.00,12.67,12.67,13.07,0.00,0.00,491550,13.17,12.67,3.16,3.16,Y
2025-06-04 02:28:43,ADGM,0.00,1.13,1.23,1.14,0.00,0.00,28226,1.23,1.09,0.88,-7.32,N
2025-06-04 02:28:43,ACTG,0.00,3.71,3.73,3.77,0.00,0.00,193466,3.82,3.71,1.62,1.07,N
2025-06-04 02:28:43,AAPG,0.00,25.22,27.18,27.75,0.00,0.00,19232,27.89,26.82,10.03,2.10,N
2025-06-04 02:28:43,ABIG,0.00,28.66,28.77,28.83,0.00,0.00,2623,28.85,28.77,0.61,0.23,N
2025-06-04 02:28:43,ADUS,0.00,111.20,111.09,112.68,0.00,0.00,166708,112.73,110.16,1.33,1.43,N
2025-06-04 02:28:43,ACRV,0.00,1.11,1.15,1.16,0.00,0.00,959922,1.23,1.08,4.50,0.87,Y
2025-06-04 02:28:43,ACRS,0.00,1.44,1.45,1.47,0.00,0.00,427751,1.51,1.42,2.08,1.38,N
2025-06-04 02:28:43,ACET,0.00,0.75,0.75,0.78,0.00,0.00,416492,0.79,0.71,4.01,3.87,Y
2025-06-04 02:28:43,ABUS,0.00,3.36,3.36,3.45,0.00,0.00,458153,3.48,3.31,2.68,2.68,Y
2025-06-04 02:28:43,ADUR,0.00,9.47,9.58,9.14,0.00,0.00,302184,9.60,8.88,-3.48,-4.59,N
2025-06-04 02:28:43,AAL,0.00,11.38,11.33,11.47,0.00,0.00,46024209.0,11.53,11.21,0.79,1.24,N
2025-06-04 02:28:43,AEIS,0.00,115.58,115.67,118.79,0.00,0.00,353964,119.47,114.88,2.78,2.70,Y
2025-06-04 02:28:43,ADV,0.00,1.15,1.17,1.35,0.00,0.00,977939,1.36,1.17,17.39,15.38,Y
2025-06-04 02:28:43,AACIU,0.00,10.06,10.06,10.06,0.00,0.00,532409,10.07,10.06,0.00,0.00,N
2025-06-04 02:28:43,ADSE,0.00,10.71,10.85,9.00,0.00,0.00,130019,10.98,9.00,-15.97,-17.05,N
2025-06-04 02:28:43,ADVM,0.00,2.43,2.45,2.51,0.00,0.00,338959,2.63,2.36,3.29,2.45,Y
2025-06-04 02:28:43,ADVB,0.00,0.95,0.99,1.00,0.00,0.00,101590,1.05,0.97,5.26,1.01,N
2025-06-04 02:28:43,AEMD,0.00,0.36,0.35,0.35,0.00,0.00,46043,0.36,0.34,-2.61,1.18,N
2025-06-04 02:28:43,ADAG,0.00,2.08,2.11,2.07,0.00,0.00,68858,2.11,1.90,-0.72,-1.90,N
2025-06-04 02:28:43,ADTX,0.00,1.36,1.38,1.53,0.00,0.00,147145,1.57,1.36,12.50,10.87,N
2025-06-04 02:28:43,AEI,0.00,0.83,0.84,0.83,0.00,0.00,25321,0.85,0.82,0.27,-1.20,N
2025-06-04 02:28:43,ABAT,0.00,1.38,1.40,1.48,0.00,0.00,1747537.0,1.54,1.39,7.25,5.71,Y
2025-06-04 02:28:43,ACGLN,0.00,16.87,16.91,17.00,0.00,0.00,49471,17.01,16.89,0.77,0.53,N
2025-06-04 02:28:43,ADBE,0.00,403.40,403.45,412.49,0.00,0.00,2737364.0,412.64,402.48,2.25,2.24,N
2025-06-04 02:28:43,AADR,0.00,78.06,77.27,77.90,0.00,0.00,1956,77.99,77.27,-0.20,0.82,N
2025-06-04 02:28:43,AAON,0.00,94.07,94.21,95.56,0.00,0.00,498116,96.05,94.10,1.58,1.43,N
2025-06-04 02:28:43,ACHV,0.00,3.90,3.94,4.21,0.00,0.00,918026,4.30,3.85,7.95,6.85,Y
2025-06-04 02:28:43,ABLLW,0.00,1.59,1.61,1.61,0.00,0.00,6359,1.61,1.55,1.11,-0.04,N
2025-06-04 02:28:43,ABTS,0.00,4.10,4.11,3.99,0.00,0.00,23979,4.15,3.75,-2.68,-2.92,N
2025-06-04 02:28:43,ADI,0.00,215.45,214.03,218.43,0.00,0.00,3517153.0,218.89,213.05,1.38,2.06,N
2025-06-04 02:28:43,ABOS,0.00,1.00,1.00,1.04,0.00,0.00,336233,1.06,1.00,4.00,4.00,Y
2025-06-04 02:28:43,ABCS,0.00,27.88,27.88,28.19,0.00,0.00,4122,28.24,27.88,1.13,1.12,N
2025-06-04 02:28:43,ABVC,0.00,1.54,1.62,1.65,0.00,0.00,532312,1.81,1.62,7.14,1.85,Y
2025-06-04 02:28:43,ABLVW,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,N
2025-06-04 02:28:43,AAXJ,0.00,78.21,78.21,78.32,0.00,0.00,769598,78.44,78.09,0.14,0.14,N
2025-06-04 02:28:43,ACHC,0.00,21.63,21.69,22.44,0.00,0.00,1970791.0,22.55,21.28,3.74,3.46,Y
2025-06-04 02:28:43,ACWI,0.00,124.57,124.20,124.85,0.00,0.00,1473931.0,125.06,124.08,0.22,0.52,N
2025-06-04 02:28:43,AAPL,0.00,201.70,201.35,203.27,0.00,0.00,46379257.0,203.77,200.96,0.78,0.95,N
2025-06-04 02:28:43,ADXN,0.00,8.09,8.08,8.08,0.00,0.00,1001,8.08,8.08,-0.12,-0.06,N
2025-06-04 02:28:43,AEHL,0.00,1.93,1.97,2.04,0.00,0.00,142301,2.09,1.78,5.70,3.55,N
2025-06-04 02:28:43,ABVX,0.00,6.35,6.50,7.74,0.00,0.00,608656,7.88,6.44,21.89,19.08,Y
2025-06-04 02:28:43,ACGLO,0.00,20.41,20.46,20.55,0.00,0.00,19006,20.58,20.42,0.66,0.44,N
2025-06-04 02:28:43,AACBR,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,N
2025-06-04 02:28:43,ADVWW,0.00,0.01,0.01,0.01,0.00,0.00,144,0.01,0.01,0.12,0.00,N
2025-06-04 02:28:43,ACAD,0.00,21.46,21.50,21.98,0.00,0.00,1365742.0,22.03,21.41,2.40,2.23,N
2025-06-04 02:28:43,ADSEW,0.00,1.95,1.71,1.40,0.00,0.00,25692,1.73,1.21,-28.21,-18.13,N
2025-06-04 02:28:43,ADPT,0.00,9.55,9.50,9.94,0.00,0.00,1490852.0,10.00,9.36,4.08,4.63,Y
2025-06-04 02:28:43,ACT,0.00,34.99,34.81,34.90,0.00,0.00,481052,35.05,34.46,-0.26,0.26,N

